transaction_id,customer_id,product_id,product_name,category,price,quantity,discount,date,region,sale_date,total_value,discount_amount,revenue_tier
T0124,C075,P04,Keyboard,Accessories,49.9,1,0.0,2023-07-06T00:00:00Z,West,2023-07-06,49.9,0.0,Basic
T0125,C019,P01,Laptop,Electronics,999.99,4,0.0,2023/10/06 00:00:00,South,2023-10-06,3999.96,0.0,Premium
T0126,C009,P06,Chair,Furniture,249.0,4,0.05,2023-09-15,North,2023-09-15,946.2,49.8,Standard
T0127,C088,P04,Keyboard,Accessories,49.9,2,0.05,2023-09-20,East,2023-09-20,94.81,4.99,Basic
T0128,C027,P03,Monitor,Electronics,299.5,6,0.15,2023-06-16T00:00:00Z,West,2023-06-16,1527.45,269.55,Standard
T0129,C099,P07,Webcam,Electronics,79.99,2,0.0,2023-02-24T00:00:00Z,West,2023-02-24,159.98,0.0,Basic
T0130,C095,P02,Mouse,Accessories,19.99,9,0.0,2023/08/13 00:00:00,South,2023-08-13,179.91,0.0,Basic
T0131,C021,P04,Keyboard,Accessories,49.9,8,0.15,2023-05-14T00:00:00Z,West,2023-05-14,339.32,59.88,Basic
T0132,C074,P08,Headset,Accessories,59.99,5,0.15,2023-01-12T00:00:00Z,East,2023-01-12,254.96,44.99,Basic
T0133,C031,P03,Monitor,Electronics,299.5,4,0.2,2023-08-17T00:00:00Z,North,2023-08-17,958.4,239.6,Standard
T0134,C047,P03,Monitor,Electronics,299.5,8,0.0,2023-06-06T00:00:00Z,North,2023-06-06,2396.0,0.0,Premium
T0135,C089,P03,Monitor,Electronics,299.5,8,0.05,2023/01/02 00:00:00,North,2023-01-02,2276.2,119.8,Premium
T0136,C039,P02,Mouse,Accessories,19.99,9,0.0,2023-04-23T00:00:00Z,East,2023-04-23,179.91,0.0,Basic
T0137,C087,P07,Webcam,Electronics,79.99,10,0.2,2023-08-10T00:00:00Z,East,2023-08-10,639.92,159.98,Standard
T0138,C038,P07,Webcam,Electronics,79.99,4,0.0,2023/06/30 00:00:00,South,2023-06-30,319.96,0.0,Basic
T0139,C045,P07,Webcam,Electronics,79.99,4,0.0,2023-04-15T00:00:00Z,North,2023-04-15,319.96,0.0,Basic
T0140,C055,P06,Chair,Furniture,249.0,4,0.15,2023-01-06T00:00:00Z,South,2023-01-06,846.6,149.4,Standard
T0141,C007,P06,Chair,Furniture,249.0,8,0.0,2023-07-08,South,2023-07-08,1992.0,0.0,Standard
T0142,C049,P05,Desk,Furniture,189.0,5,0.15,2023/11/17 00:00:00,West,2023-11-17,803.25,141.75,Standard
T0144,C038,P04,Keyboard,Accessories,49.9,5,0.1,2023-01-16,West,2023-01-16,224.55,24.95,Basic
T0145,C049,P03,Monitor,Electronics,299.5,7,0.2,2023-04-04,North,2023-04-04,1677.2,419.3,Standard
T0146,C039,P03,Monitor,Electronics,299.5,2,0.0,2023/02/15 00:00:00,West,2023-02-15,599.0,0.0,Standard
T0147,C046,P03,Monitor,Electronics,299.5,4,0.0,2023-04-30T00:00:00Z,North,2023-04-30,1198.0,0.0,Standard
T0148,C019,P02,Mouse,Accessories,19.99,5,0.1,2023-12-08T00:00:00Z,East,2023-12-08,89.96,9.99,Basic
T0149,C089,P06,Chair,Furniture,249.0,4,0.05,2023-04-09T00:00:00Z,North,2023-04-09,946.2,49.8,Standard
T0150,C022,P01,Laptop,Electronics,999.99,3,0.0,2023-10-30T00:00:00Z,North,2023-10-30,2999.97,0.0,Premium
T0151,C012,P01,Laptop,Electronics,999.99,7,0.05,2023-01-02,South,2023-01-02,6649.93,350.0,Premium
T0152,C058,P05,Desk,Furniture,189.0,7,0.2,2023/10/14 00:00:00,South,2023-10-14,1058.4,264.6,Standard
T0153,C017,P01,Laptop,Electronics,999.99,6,0.15,2023/09/29 00:00:00,South,2023-09-29,5099.95,899.99,Premium
T0154,C067,P02,Mouse,Accessories,19.99,5,0.15,2023/05/18 00:00:00,West,2023-05-18,84.96,14.99,Basic
T0155,C029,P02,Mouse,Accessories,19.99,5,0.0,2023-11-06,South,2023-11-06,99.95,0.0,Basic
T0156,C100,P01,Laptop,Electronics,999.99,4,0.1,2023-09-17,North,2023-09-17,3599.96,400.0,Premium
T0157,C038,P08,Headset,Accessories,59.99,9,0.0,2023-07-25,East,2023-07-25,539.91,0.0,Standard
T0158,C063,P07,Webcam,Electronics,79.99,8,0.2,2023-09-08,South,2023-09-08,511.94,127.98,Standard
T0159,C022,P07,Webcam,Electronics,79.99,3,0.0,2023-10-30T00:00:00Z,North,2023-10-30,239.97,0.0,Basic
T0160,C042,P07,Webcam,Electronics,79.99,4,0.05,2023/07/13 00:00:00,West,2023-07-13,303.96,16.0,Basic
T0161,C085,P01,Laptop,Electronics,999.99,3,0.15,2023/02/15 00:00:00,South,2023-02-15,2549.97,450.0,Premium
T0162,C012,P06,Chair,Furniture,249.0,1,0.0,2023-06-26T00:00:00Z,North,2023-06-26,249.0,0.0,Basic
T0163,UNKNOWN,P07,Webcam,Electronics,79.99,6,0.15,2023/07/15 00:00:00,West,2023-07-15,407.95,71.99,Basic
T0164,C020,P05,Desk,Furniture,189.0,3,0.0,2023-10-17,East,2023-10-17,567.0,0.0,Standard
T0165,C037,P01,Laptop,Electronics,999.99,6,0.1,2023-04-16,North,2023-04-16,5399.95,599.99,Premium
T0166,C017,P05,Desk,Furniture,189.0,6,0.15,2023/03/11 00:00:00,North,2023-03-11,963.9,170.1,Standard
T0167,C050,P05,Desk,Furniture,189.0,2,0.15,2023/11/18 00:00:00,North,2023-11-18,321.3,56.7,Basic
T0168,C047,P08,Headset,Accessories,59.99,6,0.05,2023-08-19T00:00:00Z,South,2023-08-19,341.94,18.0,Basic
T0169,C075,P04,Keyboard,Accessories,49.9,6,0.2,2023/08/20 00:00:00,East,2023-08-20,239.52,59.88,Basic
T0170,C041,P03,Monitor,Electronics,299.5,9,0.0,2023/03/01 00:00:00,South,2023-03-01,2695.5,0.0,Premium
T0171,C024,P04,Keyboard,Accessories,49.9,7,0.15,2023-05-23,West,2023-05-23,296.91,52.4,Basic
T0172,C078,P01,Laptop,Electronics,999.99,6,0.0,2023/08/31 00:00:00,North,2023-08-31,5999.94,0.0,Premium
T0173,C084,P03,Monitor,Electronics,299.5,5,0.15,2023-09-23T00:00:00Z,South,2023-09-23,1272.88,224.62,Standard
T0174,C072,P05,Desk,Furniture,189.0,9,0.15,2023/09/03 00:00:00,East,2023-09-03,1445.85,255.15,Standard
T0175,C043,P01,Laptop,Electronics,999.99,2,0.0,2023-03-13,North,2023-03-13,1999.98,0.0,Standard
T0176,C012,P08,Headset,Accessories,59.99,9,0.2,2023-12-26,East,2023-12-26,431.93,107.98,Basic
T0177,C050,P04,Keyboard,Accessories,49.9,9,0.2,2023-11-03T00:00:00Z,South,2023-11-03,359.28,89.82,Basic
T0178,C092,P05,Desk,Furniture,189.0,7,0.05,2023-06-04T00:00:00Z,North,2023-06-04,1256.85,66.15,Standard
T0179,C083,P07,Webcam,Electronics,79.99,8,0.15,2023/06/17 00:00:00,East,2023-06-17,543.93,95.99,Standard
T0180,C063,P03,Monitor,Electronics,299.5,6,0.0,2023-08-18T00:00:00Z,West,2023-08-18,1797.0,0.0,Standard
T0181,C010,P06,Chair,Furniture,249.0,7,0.2,2023/04/13 00:00:00,East,2023-04-13,1394.4,348.6,Standard
T0182,C015,P08,Headset,Accessories,59.99,9,0.15,2023-01-31,South,2023-01-31,458.92,80.99,Basic
T0183,UNKNOWN,P01,Laptop,Electronics,999.99,1,0.0,2023/06/17 00:00:00,West,2023-06-17,999.99,0.0,Standard
T0184,C035,P03,Monitor,Electronics,299.5,8,0.2,2023-03-01,West,2023-03-01,1916.8,479.2,Standard
T0185,C065,P02,Mouse,Accessories,19.99,7,0.2,2023/08/02 00:00:00,North,2023-08-02,111.94,27.99,Basic
T0186,C036,P03,Monitor,Electronics,299.5,10,0.15,2023/09/22 00:00:00,South,2023-09-22,2545.75,449.25,Premium
T0187,C085,P08,Headset,Accessories,59.99,4,0.15,2023-01-08,South,2023-01-08,203.97,35.99,Basic
T0188,C031,P03,Monitor,Electronics,299.5,1,0.15,2023-04-08,South,2023-04-08,254.58,44.92,Basic
T0189,C025,P06,Chair,Furniture,249.0,1,0.15,2023-10-28T00:00:00Z,West,2023-10-28,211.65,37.35,Basic
T0190,C006,P06,Chair,Furniture,249.0,1,0.05,2023-04-24T00:00:00Z,West,2023-04-24,236.55,12.45,Basic
T0191,C038,P01,Laptop,Electronics,999.99,3,0.1,2023/08/04 00:00:00,South,2023-08-04,2699.97,300.0,Premium
T0192,C083,P07,Webcam,Electronics,79.99,6,0.05,2023-07-14T00:00:00Z,West,2023-07-14,455.94,24.0,Basic
T0193,C022,P08,Headset,Accessories,59.99,3,0.1,2023/09/16 00:00:00,West,2023-09-16,161.97,18.0,Basic
T0194,C037,P05,Desk,Furniture,189.0,1,0.0,2023/04/04 00:00:00,West,2023-04-04,189.0,0.0,Basic
T0195,C050,P04,Keyboard,Accessories,49.9,4,0.05,2023/12/17 00:00:00,South,2023-12-17,189.62,9.98,Basic
T0196,C069,P08,Headset,Accessories,59.99,8,0.0,2023-04-11,West,2023-04-11,479.92,0.0,Basic
T0197,C036,P02,Mouse,Accessories,19.99,6,0.05,2023-10-19T00:00:00Z,East,2023-10-19,113.94,6.0,Basic
T0198,C087,P02,Mouse,Accessories,19.99,8,0.05,2023-08-08,North,2023-08-08,151.92,8.0,Basic
T0199,UNKNOWN,P07,Webcam,Electronics,79.99,3,0.1,2023-03-10T00:00:00Z,West,2023-03-10,215.97,24.0,Basic
T0200,C064,P03,Monitor,Electronics,299.5,5,0.0,2023-03-21,East,2023-03-21,1497.5,0.0,Standard
T0201,C037,P06,Chair,Furniture,249.0,4,0.1,2023-12-10,South,2023-12-10,896.4,99.6,Standard
T0202,C086,P01,Laptop,Electronics,999.99,8,0.15,2023-05-12T00:00:00Z,West,2023-05-12,6799.93,1199.99,Premium
T0203,C085,P01,Laptop,Electronics,999.99,3,0.0,2023-01-16,North,2023-01-16,2999.97,0.0,Premium
T0204,C044,P08,Headset,Accessories,59.99,6,0.2,2023-04-21T00:00:00Z,South,2023-04-21,287.95,71.99,Basic
T0205,C075,P08,Headset,Accessories,59.99,2,0.2,2023/11/05 00:00:00,North,2023-11-05,95.98,24.0,Basic
T0206,C001,P04,Keyboard,Accessories,49.9,3,0.2,2023/03/02 00:00:00,West,2023-03-02,119.76,29.94,Basic
T0207,C063,P08,Headset,Accessories,59.99,6,0.05,2023-08-25,East,2023-08-25,341.94,18.0,Basic
T0208,C090,P08,Headset,Accessories,59.99,7,0.2,2023/08/20 00:00:00,South,2023-08-20,335.94,83.99,Basic
T0209,C082,P07,Webcam,Electronics,79.99,10,0.15,2023-05-19,West,2023-05-19,679.92,119.98,Standard
T0210,C016,P08,Headset,Accessories,59.99,5,0.05,2023-05-24T00:00:00Z,East,2023-05-24,284.95,15.0,Basic
T0211,C030,P07,Webcam,Electronics,79.99,10,0.2,2023-08-06,South,2023-08-06,639.92,159.98,Standard
T0212,C011,P01,Laptop,Electronics,999.99,1,0.15,2023-11-09T00:00:00Z,West,2023-11-09,849.99,150.0,Standard
T0213,C040,P05,Desk,Furniture,189.0,9,0.1,2023-03-24T00:00:00Z,South,2023-03-24,1530.9,170.1,Standard
T0214,UNKNOWN,P01,Laptop,Electronics,999.99,8,0.0,2023-11-05T00:00:00Z,West,2023-11-05,7999.92,0.0,Premium
T0215,C032,P05,Desk,Furniture,189.0,4,0.05,2023/11/04 00:00:00,South,2023-11-04,718.2,37.8,Standard
T0216,C076,P07,Webcam,Electronics,79.99,4,0.05,2023-08-19,South,2023-08-19,303.96,16.0,Basic
T0217,C014,P07,Webcam,Electronics,79.99,8,0.05,2023-03-16,North,2023-03-16,607.92,32.0,Standard
T0218,C040,P08,Headset,Accessories,59.99,6,0.05,2023-03-04,North,2023-03-04,341.94,18.0,Basic
T0219,C081,P03,Monitor,Electronics,299.5,3,0.05,2023-05-26T00:00:00Z,East,2023-05-26,853.58,44.92,Standard
T0220,C100,P03,Monitor,Electronics,299.5,5,0.0,2023-02-20T00:00:00Z,South,2023-02-20,1497.5,0.0,Standard
T0221,C091,P01,Laptop,Electronics,999.99,9,0.15,2023-05-31T00:00:00Z,East,2023-05-31,7649.92,1349.99,Premium
T0222,UNKNOWN,P05,Desk,Furniture,189.0,4,0.0,2023/09/18 00:00:00,North,2023-09-18,756.0,0.0,Standard
T0223,C001,P03,Monitor,Electronics,299.5,3,0.2,2023/05/17 00:00:00,East,2023-05-17,718.8,179.7,Standard
